Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2025-168956,02/16/2025,02/20/2025,Standard Class,EA-14035
US-2025-108105,02/16/2025,02/23/2025,Standard Class,GW-14605
US-2025-168956,02/16/2025,02/20/2025,Standard Class,EA-14035
US-2025-108105,02/16/2025,02/23/2025,Standard Class,GW-14605
US-2025-168956,02/16/2025,02/20/2025,Standard Class,EA-14035
US-2025-168956,02/16/2025,02/20/2025,Standard Class,EA-14035
US-2025-105781,02/16/2025,02/20/2025,Standard Class,JF-15565
US-2025-123274,02/19/2025,02/24/2025,Standard Class,GT-14710
US-2025-101630,02/19/2025,02/23/2025,Second Class,CK-12760
US-2025-106460,02/19/2025,02/22/2025,Second Class,GT-14710
US-2025-123274,02/19/2025,02/24/2025,Standard Class,GT-14710
US-2025-101630,02/19/2025,02/23/2025,Second Class,CK-12760
US-2025-166485,02/20/2025,02/27/2025,Standard Class,AH-10210
US-2025-168410,02/21/2025,02/26/2025,Standard Class,BV-11245
US-2025-121447,02/21/2025,02/22/2025,First Class,EA-14035
US-2025-139010,02/21/2025,02/26/2025,Second Class,MC-17635
US-2025-139262,02/21/2025,02/25/2025,Standard Class,LC-16960
US-2025-139010,02/21/2025,02/26/2025,Second Class,MC-17635
US-2025-139262,02/21/2025,02/25/2025,Standard Class,LC-16960
US-2025-168410,02/21/2025,02/26/2025,Standard Class,BV-11245
US-2025-139262,02/21/2025,02/25/2025,Standard Class,LC-16960
US-2025-139010,02/21/2025,02/26/2025,Second Class,MC-17635
US-2025-139010,02/21/2025,02/26/2025,Second Class,MC-17635
US-2025-168410,02/21/2025,02/26/2025,Standard Class,BV-11245
US-2025-119025,02/22/2025,02/28/2025,Standard Class,PV-18985
US-2025-143280,02/22/2025,02/26/2025,Standard Class,TZ-21580
US-2025-143280,02/22/2025,02/26/2025,Standard Class,TZ-21580
US-2025-143280,02/22/2025,02/26/2025,Standard Class,TZ-21580
US-2025-144400,02/23/2025,02/27/2025,Standard Class,AC-10420
US-2025-165015,02/25/2025,02/27/2025,Second Class,BD-11725
US-2025-128706,02/27/2025,03/02/2025,Standard Class,DW-13540
US-2025-102456,02/27/2025,03/01/2025,First Class,DL-12865
US-2025-101448,02/27/2025,03/01/2025,Second Class,EB-13930
US-2025-111283,02/28/2025,03/04/2025,Standard Class,LC-16870
US-2025-101623,02/28/2025,03/06/2025,Standard Class,RR-19525
US-2025-143819,03/01/2025,03/05/2025,Standard Class,KD-16270
US-2025-143819,03/01/2025,03/05/2025,Standard Class,KD-16270
US-2025-143819,03/01/2025,03/05/2025,Standard Class,KD-16270
US-2025-143819,03/01/2025,03/05/2025,Standard Class,KD-16270
US-2025-151862,03/01/2025,03/08/2025,Standard Class,ON-18715
US-2025-116799,03/03/2025,03/06/2025,First Class,JG-15310
US-2025-120005,03/03/2025,03/03/2025,Same Day,TS-21160
US-2025-145730,03/03/2025,03/08/2025,Standard Class,CC-12220
US-2025-112123,03/03/2025,03/08/2025,Standard Class,BH-11710
US-2025-145730,03/03/2025,03/08/2025,Standard Class,CC-12220
US-2025-103982,03/03/2025,03/08/2025,Standard Class,AA-10315
US-2025-116799,03/03/2025,03/06/2025,First Class,JG-15310
US-2025-112123,03/03/2025,03/08/2025,Standard Class,BH-11710
US-2025-103982,03/03/2025,03/08/2025,Standard Class,AA-10315
US-2025-120005,03/03/2025,03/03/2025,Same Day,TS-21160
US-2025-103982,03/03/2025,03/08/2025,Standard Class,AA-10315
US-2025-145730,03/03/2025,03/08/2025,Standard Class,CC-12220
US-2025-103982,03/03/2025,03/08/2025,Standard Class,AA-10315
US-2025-112123,03/03/2025,03/08/2025,Standard Class,BH-11710
US-2025-167759,03/03/2025,03/08/2025,Second Class,CC-12670
US-2025-154053,03/04/2025,03/10/2025,Standard Class,MG-17890
US-2025-164637,03/04/2025,03/08/2025,Standard Class,RD-19480
US-2025-122518,03/04/2025,03/08/2025,Second Class,RF-19345
US-2025-158358,03/04/2025,03/08/2025,Standard Class,EM-13810
US-2025-165218,03/05/2025,03/11/2025,Standard Class,RW-19630
US-2025-165218,03/05/2025,03/11/2025,Standard Class,RW-19630
US-2025-110898,03/06/2025,03/12/2025,Standard Class,LC-16870
US-2025-110898,03/06/2025,03/12/2025,Standard Class,LC-16870
US-2025-110898,03/06/2025,03/12/2025,Standard Class,LC-16870
US-2025-155173,03/06/2025,03/10/2025,Standard Class,JB-16045
US-2025-110898,03/06/2025,03/12/2025,Standard Class,LC-16870
US-2025-155173,03/06/2025,03/10/2025,Standard Class,JB-16045
US-2025-155173,03/06/2025,03/10/2025,Standard Class,JB-16045
US-2025-137547,03/07/2025,03/12/2025,Standard Class,EB-13705
US-2025-137337,03/08/2025,03/12/2025,Standard Class,GB-14575
US-2025-169103,03/08/2025,03/13/2025,Standard Class,ZC-21910
US-2025-140172,03/08/2025,03/13/2025,Standard Class,SP-20650
US-2025-140172,03/08/2025,03/13/2025,Standard Class,SP-20650
US-2025-137337,03/08/2025,03/12/2025,Standard Class,GB-14575
US-2025-130400,03/08/2025,03/12/2025,Standard Class,SJ-20125
US-2025-106306,03/08/2025,03/08/2025,Same Day,PG-18820
US-2025-130400,03/08/2025,03/12/2025,Standard Class,SJ-20125
US-2025-111976,03/08/2025,03/12/2025,Standard Class,BD-11620
US-2025-137337,03/08/2025,03/12/2025,Standard Class,GB-14575
US-2025-130400,03/08/2025,03/12/2025,Standard Class,SJ-20125
US-2025-169103,03/08/2025,03/13/2025,Standard Class,ZC-21910
US-2025-111976,03/08/2025,03/12/2025,Standard Class,BD-11620
US-2025-153269,03/09/2025,03/12/2025,First Class,PS-18760
US-2025-153269,03/09/2025,03/12/2025,First Class,PS-18760
US-2025-153269,03/09/2025,03/12/2025,First Class,PS-18760
US-2025-153269,03/09/2025,03/12/2025,First Class,PS-18760
US-2025-120803,03/09/2025,03/13/2025,Standard Class,RB-19465
US-2025-112977,03/10/2025,03/16/2025,Standard Class,CJ-12010
US-2025-159016,03/10/2025,03/11/2025,First Class,KF-16285
US-2025-108959,03/10/2025,03/14/2025,Second Class,MH-17785
US-2025-122182,03/10/2025,03/14/2025,Standard Class,BD-11770
US-2025-169663,03/10/2025,03/13/2025,First Class,RH-19510
US-2025-169663,03/10/2025,03/13/2025,First Class,RH-19510
US-2025-159016,03/10/2025,03/11/2025,First Class,KF-16285
US-2025-122511,03/11/2025,03/11/2025,Same Day,BT-11485
US-2025-146171,03/11/2025,03/15/2025,Standard Class,JP-16135
US-2025-128902,03/11/2025,03/15/2025,Standard Class,MB-18085
US-2025-118255,03/11/2025,03/13/2025,First Class,ON-18715
US-2025-146171,03/11/2025,03/15/2025,Standard Class,JP-16135
US-2025-118255,03/11/2025,03/13/2025,First Class,ON-18715
US-2025-127138,03/12/2025,03/15/2025,Second Class,DK-13225
US-2025-127138,03/12/2025,03/15/2025,Second Class,DK-13225
US-2025-119683,03/12/2025,03/16/2025,Second Class,CK-12595
US-2025-127138,03/12/2025,03/15/2025,Second Class,DK-13225
US-2025-115504,03/12/2025,03/17/2025,Standard Class,MC-18130
US-2025-119270,03/12/2025,03/16/2025,Standard Class,SW-20245
US-2025-127138,03/12/2025,03/15/2025,Second Class,DK-13225
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-136301,03/13/2025,03/15/2025,Second Class,EH-13765
US-2025-108637,03/13/2025,03/18/2025,Standard Class,AB-10060
US-2025-159373,03/13/2025,03/18/2025,Standard Class,LT-17110
US-2025-158834,03/13/2025,03/16/2025,First Class,TW-21025
US-2025-108637,03/13/2025,03/18/2025,Standard Class,AB-10060
US-2025-119123,03/13/2025,03/18/2025,Standard Class,DB-13360
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-159373,03/13/2025,03/18/2025,Standard Class,LT-17110
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-108637,03/13/2025,03/18/2025,Standard Class,AB-10060
US-2025-159373,03/13/2025,03/18/2025,Standard Class,LT-17110
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-136301,03/13/2025,03/15/2025,Second Class,EH-13765
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
US-2025-158834,03/13/2025,03/16/2025,First Class,TW-21025
US-2025-114013,03/13/2025,03/15/2025,Second Class,SC-20770
CA-2025-139675,03/13/2025,03/18/2025,Second Class,NF-18595
CA-2025-139675,03/13/2025,03/18/2025,Second Class,NF-18595
US-2025-162082,03/14/2025,03/17/2025,First Class,JS-15880
US-2025-124793,03/14/2025,03/16/2025,First Class,MM-18280
US-2025-102134,03/14/2025,03/19/2025,Standard Class,SP-20545
US-2025-154361,03/14/2025,03/19/2025,Standard Class,HZ-14950
US-2025-162082,03/14/2025,03/17/2025,First Class,JS-15880
US-2025-133802,03/14/2025,03/20/2025,Standard Class,SP-20650
US-2025-162082,03/14/2025,03/17/2025,First Class,JS-15880
US-2025-138968,03/15/2025,03/16/2025,First Class,FC-14335
US-2025-149272,03/15/2025,03/19/2025,Standard Class,MY-18295
US-2025-138968,03/15/2025,03/16/2025,First Class,FC-14335
US-2025-149272,03/15/2025,03/19/2025,Standard Class,MY-18295
US-2025-140571,03/15/2025,03/19/2025,Standard Class,SJ-20125
US-2025-140571,03/15/2025,03/19/2025,Standard Class,SJ-20125
US-2025-113509,03/15/2025,03/19/2025,Standard Class,PL-18925
US-2025-131737,03/17/2025,03/17/2025,Same Day,GZ-14470
US-2025-131737,03/17/2025,03/17/2025,Same Day,GZ-14470
US-2025-128111,03/17/2025,03/23/2025,Standard Class,CS-12355
US-2025-115476,03/17/2025,03/17/2025,Same Day,VM-21835
US-2025-131737,03/17/2025,03/17/2025,Same Day,GZ-14470
US-2025-115476,03/17/2025,03/17/2025,Same Day,VM-21835
US-2025-134544,03/17/2025,03/19/2025,Second Class,AC-10660
US-2025-120929,03/18/2025,03/21/2025,Second Class,RO-19780
US-2025-113292,03/18/2025,03/20/2025,Second Class,DB-13060
US-2025-106383,03/19/2025,03/21/2025,Second Class,BT-11440
US-2025-136371,03/19/2025,03/21/2025,Second Class,SV-20935
US-2025-136371,03/19/2025,03/21/2025,Second Class,SV-20935
US-2025-118178,03/19/2025,03/24/2025,Standard Class,CC-12610
CA-2025-115483,03/19/2025,03/21/2025,Second Class,JT-12540
US-2025-162747,03/20/2025,03/25/2025,Second Class,AH-10030
US-2025-127670,03/20/2025,03/24/2025,Standard Class,RD-19660
US-2025-156986,03/20/2025,03/24/2025,Standard Class,ZC-21910
US-2025-156986,03/20/2025,03/24/2025,Standard Class,ZC-21910
US-2025-156986,03/20/2025,03/24/2025,Standard Class,ZC-21910
US-2025-150889,03/20/2025,03/22/2025,Second Class,PB-19105
US-2025-156986,03/20/2025,03/24/2025,Standard Class,ZC-21910
US-2025-133879,03/21/2025,03/28/2025,Standard Class,KT-16465
US-2025-163153,03/21/2025,03/25/2025,Standard Class,DM-12955
US-2025-163153,03/21/2025,03/25/2025,Standard Class,DM-12955
US-2025-133879,03/21/2025,03/28/2025,Standard Class,KT-16465
US-2025-133879,03/21/2025,03/28/2025,Standard Class,KT-16465
US-2025-118899,03/22/2025,03/22/2025,Same Day,MC-17275
US-2025-107615,03/22/2025,03/25/2025,First Class,RB-19645
US-2025-130911,03/24/2025,03/26/2025,Second Class,DC-12850
US-2025-130911,03/24/2025,03/26/2025,Second Class,DC-12850
US-2025-113803,03/24/2025,03/26/2025,First Class,VG-21805
US-2025-164189,03/24/2025,03/28/2025,Standard Class,DR-12880
US-2025-120082,03/25/2025,03/27/2025,Second Class,DK-12835
US-2025-134887,03/25/2025,03/25/2025,Same Day,TB-21280
US-2025-161361,03/26/2025,03/28/2025,Second Class,MV-17485
US-2025-161361,03/26/2025,03/28/2025,Second Class,MV-17485
US-2025-162677,03/26/2025,03/27/2025,First Class,DB-13210
US-2025-123666,03/26/2025,03/30/2025,Standard Class,SP-20545
US-2025-162677,03/26/2025,03/27/2025,First Class,DB-13210
US-2025-119074,03/27/2025,03/31/2025,Standard Class,DS-13180
US-2025-119074,03/27/2025,03/31/2025,Standard Class,DS-13180
US-2025-119074,03/27/2025,03/31/2025,Standard Class,DS-13180
US-2025-131380,03/28/2025,03/31/2025,Second Class,CC-12220
US-2025-162901,03/28/2025,03/31/2025,First Class,AS-10045
US-2025-131380,03/28/2025,03/31/2025,Second Class,CC-12220
US-2025-127236,03/29/2025,04/02/2025,Standard Class,TB-21595
US-2025-152555,03/29/2025,04/02/2025,Second Class,ME-17320
US-2025-167556,03/29/2025,04/02/2025,Standard Class,JM-15250
US-2025-167556,03/29/2025,04/02/2025,Standard Class,JM-15250
US-2025-167556,03/29/2025,04/02/2025,Standard Class,JM-15250
US-2025-167556,03/29/2025,04/02/2025,Standard Class,JM-15250
US-2025-152555,03/29/2025,04/02/2025,Second Class,ME-17320
US-2025-127236,03/29/2025,04/02/2025,Standard Class,TB-21595
US-2025-152555,03/29/2025,04/02/2025,Second Class,ME-17320
US-2025-128258,03/30/2025,04/01/2025,First Class,CP-12085
US-2025-124100,03/31/2025,04/06/2025,Standard Class,EH-13990
US-2025-151827,03/31/2025,04/02/2025,Second Class,CS-11950
US-2025-151827,03/31/2025,04/02/2025,Second Class,CS-11950
US-2025-111213,04/01/2025,04/05/2025,Standard Class,FP-14320
US-2025-127985,04/01/2025,04/05/2025,Second Class,DB-12910
US-2025-103947,04/01/2025,04/08/2025,Standard Class,BB-10990
US-2025-166674,04/01/2025,04/03/2025,Second Class,RB-19360
US-2025-166674,04/01/2025,04/03/2025,Second Class,RB-19360
US-2025-149902,04/01/2025,04/06/2025,Standard Class,DW-13540
US-2025-166674,04/01/2025,04/03/2025,Second Class,RB-19360
US-2025-166674,04/01/2025,04/03/2025,Second Class,RB-19360
US-2025-161473,04/01/2025,04/05/2025,Standard Class,TB-21175
US-2025-111213,04/01/2025,04/05/2025,Standard Class,FP-14320
US-2025-103947,04/01/2025,04/08/2025,Standard Class,BB-10990
US-2025-161473,04/01/2025,04/05/2025,Standard Class,TB-21175
US-2025-166674,04/01/2025,04/03/2025,Second Class,RB-19360
US-2025-111213,04/01/2025,04/05/2025,Standard Class,FP-14320
US-2025-161473,04/01/2025,04/05/2025,Standard Class,TB-21175
US-2025-160206,04/01/2025,04/07/2025,Standard Class,MY-18295
US-2025-166674,04/01/2025,04/03/2025,Second Class,RB-19360
US-2025-123540,04/02/2025,04/06/2025,Second Class,DJ-13420
US-2025-167682,04/03/2025,04/09/2025,Standard Class,ZD-21925
US-2025-120796,04/03/2025,04/07/2025,Standard Class,CS-11950
US-2025-162222,04/03/2025,04/03/2025,Same Day,SR-20740
US-2025-167682,04/03/2025,04/09/2025,Standard Class,ZD-21925
US-2025-123050,04/04/2025,04/08/2025,Second Class,BC-11125
US-2025-167115,04/04/2025,04/09/2025,Standard Class,EH-14185
US-2025-159142,04/04/2025,04/05/2025,First Class,ME-17320
US-2025-123050,04/04/2025,04/08/2025,Second Class,BC-11125
US-2025-123050,04/04/2025,04/08/2025,Second Class,BC-11125
US-2025-159142,04/04/2025,04/05/2025,First Class,ME-17320
US-2025-159695,04/05/2025,04/10/2025,Second Class,GM-14455
US-2025-161907,04/05/2025,04/09/2025,Standard Class,JH-16180
US-2025-161907,04/05/2025,04/09/2025,Standard Class,JH-16180
US-2025-150140,04/06/2025,04/10/2025,Standard Class,VM-21685
US-2025-120530,04/07/2025,04/12/2025,Standard Class,Dl-13600
US-2025-114405,04/07/2025,04/12/2025,Standard Class,AS-10240
US-2025-132899,04/07/2025,04/11/2025,Standard Class,SF-20200
US-2025-154998,04/07/2025,04/09/2025,First Class,ES-14080
US-2025-114405,04/07/2025,04/12/2025,Standard Class,AS-10240
US-2025-110499,04/07/2025,04/09/2025,First Class,YC-21895
US-2025-106600,04/08/2025,04/11/2025,First Class,RM-19375
US-2025-138520,04/08/2025,04/13/2025,Standard Class,JL-15505
US-2025-130946,04/08/2025,04/12/2025,Standard Class,ZC-21910
US-2025-124233,04/08/2025,04/14/2025,Standard Class,CK-12595
US-2025-134789,04/08/2025,04/15/2025,Standard Class,CK-12325
US-2025-138520,04/08/2025,04/13/2025,Standard Class,JL-15505
US-2025-104969,04/08/2025,04/14/2025,Standard Class,EH-14125
US-2025-130946,04/08/2025,04/12/2025,Standard Class,ZC-21910
US-2025-138520,04/08/2025,04/13/2025,Standard Class,JL-15505
US-2025-104969,04/08/2025,04/14/2025,Standard Class,EH-14125
US-2025-150000,04/08/2025,04/14/2025,Standard Class,PG-18820
US-2025-134789,04/08/2025,04/15/2025,Standard Class,CK-12325
US-2025-130477,04/08/2025,04/12/2025,Standard Class,LC-17140
US-2025-134789,04/08/2025,04/15/2025,Standard Class,CK-12325
US-2025-138520,04/08/2025,04/13/2025,Standard Class,JL-15505
US-2025-130477,04/08/2025,04/12/2025,Standard Class,LC-17140
US-2025-130477,04/08/2025,04/12/2025,Standard Class,LC-17140
US-2025-130946,04/08/2025,04/12/2025,Standard Class,ZC-21910
US-2025-117681,04/09/2025,04/14/2025,Standard Class,HF-14995
US-2025-128517,04/09/2025,04/14/2025,Second Class,SW-20350
US-2025-126809,04/09/2025,04/13/2025,Standard Class,EB-13750
US-2025-128517,04/09/2025,04/14/2025,Second Class,SW-20350
US-2025-123358,04/10/2025,04/17/2025,Standard Class,BT-11680
US-2025-109652,04/10/2025,04/15/2025,Standard Class,QJ-19255
US-2025-123358,04/10/2025,04/17/2025,Standard Class,BT-11680
US-2025-124814,04/10/2025,04/16/2025,Standard Class,FM-14215
US-2025-114622,04/10/2025,04/12/2025,First Class,JR-16210
US-2025-124814,04/10/2025,04/16/2025,Standard Class,FM-14215
US-2025-123358,04/10/2025,04/17/2025,Standard Class,BT-11680
US-2025-123358,04/10/2025,04/17/2025,Standard Class,BT-11680
US-2025-163594,04/12/2025,04/14/2025,First Class,JF-15295
US-2025-142398,04/12/2025,04/16/2025,Standard Class,BP-11290
US-2025-112102,04/12/2025,04/16/2025,Standard Class,BD-11605
US-2025-163594,04/12/2025,04/14/2025,First Class,JF-15295
US-2025-142398,04/12/2025,04/16/2025,Standard Class,BP-11290
US-2025-112102,04/12/2025,04/16/2025,Standard Class,BD-11605
US-2025-112102,04/12/2025,04/16/2025,Standard Class,BD-11605
US-2025-124254,04/12/2025,04/17/2025,Standard Class,TB-21175
US-2025-163594,04/12/2025,04/14/2025,First Class,JF-15295
US-2025-124254,04/12/2025,04/17/2025,Standard Class,TB-21175
US-2025-124254,04/12/2025,04/17/2025,Standard Class,TB-21175
US-2025-152800,04/13/2025,04/15/2025,First Class,SP-20920
US-2025-112669,04/14/2025,04/14/2025,Same Day,KT-16465
US-2025-148796,04/14/2025,04/18/2025,Standard Class,PB-19150
US-2025-166625,04/14/2025,04/17/2025,First Class,JM-15580
US-2025-112669,04/14/2025,04/14/2025,Same Day,KT-16465
US-2025-164735,04/14/2025,04/19/2025,Second Class,TB-21400
US-2025-136406,04/15/2025,04/17/2025,Second Class,BD-11320
US-2025-132423,04/15/2025,04/19/2025,Standard Class,MY-18295
US-2025-123750,04/15/2025,04/21/2025,Standard Class,RB-19795
US-2025-132423,04/15/2025,04/19/2025,Standard Class,MY-18295
US-2025-117849,04/15/2025,04/17/2025,Second Class,JK-16120
US-2025-123750,04/15/2025,04/21/2025,Standard Class,RB-19795
US-2025-123750,04/15/2025,04/21/2025,Standard Class,RB-19795
US-2025-123750,04/15/2025,04/21/2025,Standard Class,RB-19795
US-2025-107440,04/16/2025,04/20/2025,Standard Class,BS-11365
US-2025-164588,04/16/2025,04/23/2025,Standard Class,AP-10915
US-2025-107440,04/16/2025,04/20/2025,Standard Class,BS-11365
US-2025-166282,04/16/2025,04/22/2025,Standard Class,PK-19075
US-2025-105473,04/16/2025,04/18/2025,Second Class,BM-11785
US-2025-166282,04/16/2025,04/22/2025,Standard Class,PK-19075
US-2025-107440,04/16/2025,04/20/2025,Standard Class,BS-11365
US-2025-108735,04/17/2025,04/21/2025,Standard Class,JM-15535
US-2025-149111,04/17/2025,04/21/2025,Second Class,BF-11170
US-2025-159415,04/17/2025,04/22/2025,Standard Class,CS-12175
US-2025-133508,04/17/2025,04/21/2025,Standard Class,SW-20350
US-2025-149111,04/17/2025,04/21/2025,Second Class,BF-11170
CA-2025-108735,04/17/2025,04/21/2025,Standard Class,JM-15535
US-2025-125087,04/18/2025,04/23/2025,Standard Class,TH-21115
US-2025-125087,04/18/2025,04/23/2025,Standard Class,TH-21115
US-2025-139381,04/18/2025,04/22/2025,Standard Class,RF-19840
US-2025-144785,04/18/2025,04/23/2025,Standard Class,CS-12490
US-2025-155551,04/18/2025,04/23/2025,Standard Class,CR-12580
US-2025-125087,04/18/2025,04/23/2025,Standard Class,TH-21115
US-2025-155551,04/18/2025,04/23/2025,Standard Class,CR-12580
US-2025-144785,04/18/2025,04/23/2025,Standard Class,CS-12490
US-2025-139381,04/18/2025,04/22/2025,Standard Class,RF-19840
US-2025-161396,04/19/2025,04/25/2025,Standard Class,GM-14455
US-2025-115819,04/19/2025,04/24/2025,Second Class,JO-15280
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-115819,04/19/2025,04/24/2025,Second Class,JO-15280
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-115819,04/19/2025,04/24/2025,Second Class,JO-15280
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-115819,04/19/2025,04/24/2025,Second Class,JO-15280
US-2025-161396,04/19/2025,04/25/2025,Standard Class,GM-14455
US-2025-115819,04/19/2025,04/24/2025,Second Class,JO-15280
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-115819,04/19/2025,04/24/2025,Second Class,JO-15280
US-2025-109666,04/19/2025,04/26/2025,Standard Class,KM-16720
US-2025-103646,04/21/2025,04/26/2025,Standard Class,SP-20545
US-2025-146423,04/21/2025,04/21/2025,Same Day,BT-11680
US-2025-103646,04/21/2025,04/26/2025,Standard Class,SP-20545
US-2025-151498,04/21/2025,04/24/2025,First Class,DN-13690
US-2025-146423,04/21/2025,04/21/2025,Same Day,BT-11680
US-2025-103646,04/21/2025,04/26/2025,Standard Class,SP-20545
US-2025-109869,04/22/2025,04/29/2025,Standard Class,TN-21040
US-2025-147578,04/22/2025,04/26/2025,Second Class,PG-18895
US-2025-113061,04/22/2025,04/26/2025,Standard Class,EL-13735
US-2025-109869,04/22/2025,04/29/2025,Standard Class,TN-21040
US-2025-109869,04/22/2025,04/29/2025,Standard Class,TN-21040
US-2025-101329,04/22/2025,04/29/2025,Standard Class,MM-17920
US-2025-101329,04/22/2025,04/29/2025,Standard Class,MM-17920
US-2025-109869,04/22/2025,04/29/2025,Standard Class,TN-21040
US-2025-109057,04/22/2025,04/27/2025,Standard Class,TT-21460
US-2025-109869,04/22/2025,04/29/2025,Standard Class,TN-21040
US-2025-126270,04/23/2025,04/27/2025,Standard Class,AF-10870
US-2025-162138,04/23/2025,04/27/2025,Standard Class,GK-14620
US-2025-126270,04/23/2025,04/27/2025,Standard Class,AF-10870
US-2025-124149,04/23/2025,04/26/2025,First Class,MJ-17740
US-2025-130001,04/23/2025,04/28/2025,Standard Class,HK-14890
US-2025-124149,04/23/2025,04/26/2025,First Class,MJ-17740
US-2025-124149,04/23/2025,04/26/2025,First Class,MJ-17740
US-2025-162138,04/23/2025,04/27/2025,Standard Class,GK-14620
US-2025-149279,04/24/2025,04/28/2025,Standard Class,CL-12700
US-2025-138933,04/24/2025,04/27/2025,First Class,JL-15130
US-2025-149279,04/24/2025,04/28/2025,Standard Class,CL-12700
US-2025-149279,04/24/2025,04/28/2025,Standard Class,CL-12700
US-2025-168081,04/24/2025,04/27/2025,Second Class,CA-12055
US-2025-150147,04/25/2025,04/29/2025,Second Class,JL-15850
US-2025-150147,04/25/2025,04/29/2025,Second Class,JL-15850
US-2025-150147,04/25/2025,04/29/2025,Second Class,JL-15850
US-2025-139556,04/26/2025,05/01/2025,Standard Class,DB-13360
US-2025-137204,04/28/2025,05/05/2025,Standard Class,BO-11350
US-2025-167605,04/28/2025,04/30/2025,Second Class,RB-19570
US-2025-161816,04/28/2025,05/01/2025,First Class,NB-18655
US-2025-152814,04/28/2025,05/02/2025,Standard Class,EH-14005
US-2025-161816,04/28/2025,05/01/2025,First Class,NB-18655
US-2025-144792,04/30/2025,05/04/2025,Standard Class,KD-16615
US-2025-120460,04/30/2025,05/05/2025,Standard Class,BF-11170
US-2025-154788,04/30/2025,05/04/2025,Standard Class,JL-15835
US-2025-164784,05/01/2025,05/04/2025,First Class,HF-14995
US-2025-101525,05/01/2025,05/04/2025,Second Class,CM-12235
US-2025-164784,05/01/2025,05/04/2025,First Class,HF-14995
US-2025-164784,05/01/2025,05/04/2025,First Class,HF-14995
US-2025-101525,05/01/2025,05/04/2025,Second Class,CM-12235
US-2025-101525,05/01/2025,05/04/2025,Second Class,CM-12235
US-2025-154060,05/02/2025,05/08/2025,Standard Class,DL-12865
US-2025-109400,05/02/2025,05/06/2025,Standard Class,NR-18550
US-2025-158155,05/02/2025,05/06/2025,Standard Class,EH-13765
US-2025-158155,05/02/2025,05/06/2025,Standard Class,EH-13765
US-2025-148698,05/02/2025,05/07/2025,Standard Class,BD-11770
US-2025-146836,05/02/2025,05/02/2025,Same Day,CC-12475
US-2025-158155,05/02/2025,05/06/2025,Standard Class,EH-13765
US-2025-104311,05/02/2025,05/06/2025,Standard Class,AS-10090
US-2025-158155,05/02/2025,05/06/2025,Standard Class,EH-13765
US-2025-104311,05/02/2025,05/06/2025,Standard Class,AS-10090
US-2025-146836,05/02/2025,05/02/2025,Same Day,CC-12475
US-2025-104311,05/02/2025,05/06/2025,Standard Class,AS-10090
US-2025-129280,05/03/2025,05/05/2025,First Class,SM-20905
US-2025-163398,05/03/2025,05/08/2025,Standard Class,CB-12415
US-2025-163398,05/03/2025,05/08/2025,Standard Class,CB-12415
US-2025-163398,05/03/2025,05/08/2025,Standard Class,CB-12415
US-2025-129280,05/03/2025,05/05/2025,First Class,SM-20905
US-2025-129280,05/03/2025,05/05/2025,First Class,SM-20905
US-2025-129280,05/03/2025,05/05/2025,First Class,SM-20905
US-2025-129280,05/03/2025,05/05/2025,First Class,SM-20905
US-2025-129280,05/03/2025,05/05/2025,First Class,SM-20905
US-2025-147991,05/05/2025,05/09/2025,Standard Class,ZD-21925
US-2025-126165,05/05/2025,05/07/2025,Second Class,AH-10465
US-2025-102239,05/05/2025,05/06/2025,First Class,LW-16990
US-2025-160500,05/05/2025,05/08/2025,First Class,DM-13015
US-2025-102239,05/05/2025,05/06/2025,First Class,LW-16990
US-2025-160500,05/05/2025,05/08/2025,First Class,DM-13015
US-2025-105662,05/05/2025,05/09/2025,Standard Class,RB-19465
US-2025-145247,05/05/2025,05/07/2025,First Class,ND-18370
US-2025-112676,05/05/2025,05/08/2025,First Class,PJ-18835
US-2025-137729,05/05/2025,05/09/2025,Standard Class,BF-11005
US-2025-105662,05/05/2025,05/09/2025,Standard Class,RB-19465
US-2025-137729,05/05/2025,05/09/2025,Standard Class,BF-11005
US-2025-137393,05/06/2025,05/10/2025,Standard Class,GM-14500
US-2025-118052,05/06/2025,05/10/2025,Standard Class,BE-11455
US-2025-146857,05/06/2025,05/08/2025,Second Class,BE-11455
US-2025-139234,05/06/2025,05/10/2025,Standard Class,AF-10870
US-2025-118052,05/06/2025,05/10/2025,Standard Class,BE-11455
